Progress,Duration (in seconds),Finished,TA_ID,S1,S2,S3,S4,S5,S6,S7,Eng,I1,I2,I3,I4,I5,I6,I7,inst,C1,C2,C3,C4,C5,course,St_Year,St_Gender,Gender_3_TEXT,St_Race,Race_9_TEXT,Race_7_TEXT,Int'l,first_gen
100,200,1,61,6,6,4,4,2,5,6,4.714285714,6,6,6,6,5,5,6,5.714285714,4,5,,4,5,4.5,2,1,,2,,,0,2
100,189,1,31,4,5,4,5,5,5,5,4.714285714,5,4,3,2,,4,4,3.666666667,4,5,4,4,5,4.4,1,1,,2,,,1,1
100,209,1,87,3,6,4,4,4,5,5,4.428571429,3,3,3,3,6,5,5,4,5,3,3,6,5,4.4,2,1,,2,,,0,2
100,296,1,14,3,4,5,5,5,4,5,4.428571429,4,3,4,4,5,4,5,4.142857143,5,5,4,4,4,4.4,2,1,,2,,,0,2
100,230,1,34,2,3,3,5,5,5,3,3.714285714,5,4,3,4,4,4,5,4.142857143,4,4,4,5,5,4.4,3,1,,2,,,0,1
100,229,1,12,4,4,4,6,6,5,5,4.857142857,5,5,5,5,5,5,4,4.857142857,4,4,4,5,5,4.4,1,1,,2,,,0,1
100,338,1,79,5,5,5,5,4,4,5,4.714285714,5,5,5,5,5,5,5,5,5,4,4,4,5,4.4,3,1,,2,,,0,2
100,274,1,40,4,6,5,5,5,5,5,5,6,5,5,4,5,5,5,5,4,5,4,4,5,4.4,2,1,,2,,,0,2
100,1425,1,19,5,4,3,3,1,1,6,3.285714286,6,5,6,4,4,6,5,5.142857143,5,3,4,5,5,4.4,2,1,,2,,,0,2
100,239,1,84,5,5,5,4,5,5,4,4.714285714,6,5,5,5,5,5,5,5.142857143,4,5,4,5,4,4.4,1,1,,2,,,0,2
100,661,1,46,5,4,5,5,3,5,6,4.714285714,6,6,5,5,5,4,5,5.142857143,5,4,5,3,5,4.4,1,1,,2,,,0,2
100,381,1,11,4,5,5,5,4,4,4,4.428571429,6,5,5,5,,5,5,5.166666667,5,5,4,4,4,4.4,1,1,,2,,,0,2
100,160,1,25,4,5,4,4,4,5,6,4.571428571,6,5,5,5,5,5,6,5.285714286,5,5,4,4,4,4.4,2,1,,2,,,0,2
100,501,1,46,5,5,4,6,5,6,6,5.285714286,6,5,5,5,5,5,6,5.285714286,5,4,5,4,4,4.4,1,1,,2,,,0,1
100,234,1,50,2,5,4,5,5,6,6,4.714285714,6,6,5,5,5,6,6,5.571428571,5,3,4,5,5,4.4,5,1,,2,,,0,2
100,358,1,74,4,5,5,5,4,6,5,4.857142857,6,5,5,5,4,4,5,4.857142857,4,3,,4,6,4.25,2,1,,2,,,0,2
100,958,1,11,5,5,6,5,5,6,6,5.428571429,6,6,6,6,6,6,6,6,5,4,4,4,,4.25,1,1,,2,,,0,2
100,281,1,67,4,3,4,4,4,2,2,3.285714286,5,4,4,3,5,4,5,4.285714286,4,4,5,5,3,4.2,1,1,,2,,,0,2
100,159,1,17,4,6,4,4,4,,5,4.5,5,5,5,5,5,5,5,5,4,5,4,4,4,4.2,3,1,,2,,,0,2
100,393,1,85,5,2,4,4,5,5,5,4.285714286,5,5,5,5,5,5,5,5,4,3,4,5,5,4.2,1,1,,2,,,0,2
100,219,1,34,5,3,4,6,6,3,5,4.571428571,5,5,5,5,5,5,5,5,3,6,4,5,3,4.2,3,1,,2,,,0,2
100,140,1,72,5,6,5,4,4,4,5,4.714285714,6,6,6,5,4,5,6,5.428571429,5,2,5,5,4,4.2,3,1,,2,,,0,2
100,230,1,80,4,5,5,4,5,5,6,4.857142857,6,6,5,5,4,6,6,5.428571429,4,2,5,5,5,4.2,4,1,,2,,,0,1
100,226,1,54,4,4,4,4,4,2,3,3.571428571,3,4,4,2,4,3,5,3.571428571,4,3,5,4,,4,1,1,,2,,,0,2
100,316,1,45,2,4,2,6,5,4,5,4,2,5,5,4,4,4,5,4.142857143,6,2,3,4,5,4,1,1,,2,,,0,1
100,447,1,46,5,6,4,5,4,5,4,4.714285714,5,4,5,4,3,4,5,4.285714286,4,4,3,4,5,4,1,1,,2,,,0,2
100,250,1,31,5,5,4,6,6,4,4,4.857142857,5,4,4,5,4,5,5,4.571428571,3,5,3,4,5,4,1,1,,2,,,0,1
100,286,1,80,4,6,4,4,4,5,5,4.571428571,5,4,5,5,5,5,5,4.857142857,4,4,4,3,5,4,4,1,,2,,,0,2
100,249,1,68,2,6,4,5,2,4,5,4,6,5,4,5,5,4,6,5,3,5,3,3,6,4,2,1,,2,,,0,1
100,182,1,18,5,5,5,5,3,4,6,4.714285714,6,5,4,5,5,5,6,5.142857143,5,5,3,3,4,4,2,1,,2,,,0,2
100,260,1,57,5,6,5,6,5,5,5,5.285714286,6,5,5,5,4,6,6,5.285714286,5,4,3,4,4,4,1,1,,2,,,0,2
100,207,1,26,6,6,4,6,6,6,6,5.714285714,6,5,5,6,6,5,6,5.571428571,4,5,4,2,5,4,4,1,,2,,,0,2
100,204,1,24,6,5,5,4,5,5,5,5,6,5,6,6,5,6,6,5.714285714,4,4,4,4,4,4,5,1,,2,,,0,2
100,175,1,81,5,4,5,5,5,4,5,4.714285714,6,6,6,6,5,5,6,5.714285714,4,5,4,3,4,4,4,1,,2,,,0,2
100,314,1,35,4,5,3,4,2,5,6,4.142857143,6,6,6,5,6,5,6,5.714285714,4,6,6,2,2,4,3,1,,2,,,0,2
100,258,1,38,6,5,5,4,4,5,6,5,6,6,6,6,5,6,6,5.857142857,6,3,3,5,3,4,1,1,,2,,,0,2
100,166,1,54,4,4,3,5,5,5,5,4.428571429,6,5,5,5,3,3,5,4.571428571,3,4,5,3,4,3.8,1,1,,2,,,0,2
100,270,1,38,3,2,,2,,4,5,3.2,5,5,5,4,3,5,5,4.571428571,4,2,4,4,5,3.8,2,1,,2,,,0,2
100,239,1,34,6,5,5,4,4,4,4,4.571428571,5,4,5,5,,4,5,4.666666667,6,4,3,4,2,3.8,1,1,,2,,,0,2
100,314,1,24,5,5,4,3,3,5,5,4.285714286,6,5,4,5,4,4,5,4.714285714,5,5,4,3,2,3.8,4,1,,2,,,0,2
100,182,1,85,5,5,5,6,6,5,5,5.285714286,5,5,5,4,5,5,5,4.857142857,3,2,4,5,5,3.8,1,1,,2,,,0,1
100,208,1,83,4,4,4,5,5,5,5,4.571428571,5,5,5,5,5,4,5,4.857142857,4,3,4,4,4,3.8,1,1,,2,,,0,2
100,242,1,81,4,3,4,5,5,3,4,4,5,5,5,5,5,5,5,5,4,5,2,3,5,3.8,2,1,,2,,,0,2
100,230,1,52,6,5,4,4,5,5,5,4.857142857,6,6,6,6,6,6,6,6,4,4,4,3,4,3.8,1,1,,2,,,0,2
100,385,1,67,4,6,5,5,6,6,6,5.428571429,6,5,6,6,6,6,6,5.857142857,3,6,,3,3,3.75,1,1,,2,,,0,2
100,2173,1,20,5,4,4,5,4,5,5,4.571428571,3,4,5,4,3,3,4,3.714285714,4,4,5,2,3,3.6,1,1,,2,,,0,2
100,322,1,54,6,6,4,4,3,5,5,4.714285714,5,4,4,3,3,4,4,3.857142857,4,2,4,4,4,3.6,1,1,,2,,,0,2
100,298,1,55,5,5,5,5,5,4,5,4.857142857,5,4,5,4,2,5,4,4.142857143,4,2,5,3,4,3.6,1,1,,2,,,0,2
100,198,1,78,4,2,4,3,4,2,2,3,5,4,4,6,,5,6,5,3,5,2,4,4,3.6,1,1,,2,,,0,2
100,373,1,20,4,5,4,4,4,4,5,4.285714286,6,5,5,5,5,5,5,5.142857143,5,2,4,4,3,3.6,1,1,,2,,,0,2
100,230,1,72,5,5,4,4,4,4,6,4.571428571,6,6,5,5,5,5,5,5.285714286,3,3,3,4,5,3.6,3,1,,2,,,0,2
100,315,1,63,6,6,5,5,6,6,6,5.714285714,6,6,6,6,6,6,6,6,5,3,2,4,4,3.6,2,1,,2,,,1,2
100,280,1,21,5,4,3,3,4,5,5,4.142857143,6,5,5,4,,5,5,5,4,4,,3,3,3.5,1,1,,2,,,0,2
100,187,1,86,6,5,5,4,4,5,5,4.857142857,5,4,4,5,5,4,5,4.571428571,5,3,3,2,4,3.4,1,1,,2,,,0,2
100,241,1,24,5,2,4,4,3,2,3,3.285714286,5,5,4,4,5,5,5,4.714285714,4,3,3,3,4,3.4,4,1,,2,,,1,2
100,208,1,53,5,4,5,5,6,2,5,4.571428571,6,6,6,6,6,5,4,5.571428571,4,4,1,3,5,3.4,1,1,,2,,,0,2
100,373,1,5,5,5,4,4,6,5,5,4.857142857,6,6,6,5,,5,6,5.666666667,3,2,4,5,3,3.4,1,1,,2,,,0,2
100,215,1,24,4,4,5,5,4,5,5,4.571428571,6,6,6,5,5,6,6,5.714285714,5,4,3,2,3,3.4,4,1,,2,,,0,2
100,420,1,79,5,4,5,4,5,3,2,4,5,4,4,3,3,4,5,4,3,4,4,3,2,3.2,5,1,,2,,,0,1
100,190,1,77,5,5,3,3,4,5,6,4.428571429,6,4,4,4,,5,5,4.666666667,4,1,5,3,3,3.2,2,1,,2,,,0,2
100,231,1,47,4,3,3,2,3,1,2,2.571428571,1,3,4,2,2,4,4,2.857142857,3,1,4,3,4,3,3,1,,2,,,0,1
100,228,1,80,4,3,3,5,3,3,5,3.714285714,4,4,3,3,3,4,4,3.571428571,3,3,2,3,4,3,5,1,,2,,,0,2
100,200,1,50,2,4,3,5,3,3,5,3.571428571,3,4,3,3,5,5,5,4,3,2,2,3,5,3,1,1,,2,,,0,2
100,360,1,85,5,3,3,5,4,5,5,4.285714286,5,4,5,3,4,5,5,4.428571429,1,1,3,5,5,3,1,1,,2,,,0,2
100,9603,1,5,4,4,5,5,5,5,5,4.714285714,6,6,6,4,5,5,6,5.428571429,5,2,2,4,2,3,1,1,,2,,,0,2
100,260,1,49,2,5,2,6,6,4,6,4.428571429,6,6,6,6,5,6,6,5.857142857,3,4,3,2,3,3,1,1,,2,,,0,1
100,470,1,54,2,2,2,2,5,4,6,3.285714286,4,4,5,4,2,5,4,4,4,1,5,2,2,2.8,1,1,,2,,,0,2
100,244,1,83,5,5,4,5,4,6,5,4.857142857,6,4,4,3,4,4,5,4.285714286,2,1,3,3,5,2.8,1,1,,2,,,0,2
100,4216,1,85,5,3,5,4,4,1,1,3.285714286,5,5,5,2,,4,5,4.333333333,4,3,1,4,2,2.8,1,1,,2,,,0,1
100,206,1,5,4,2,1,1,2,4,3,2.428571429,5,4,4,3,4,,5,4.166666667,1,1,1,3,4,2,1,1,,2,,,0,2
100,149,1,72,6,6,4,5,5,5,6,5.285714286,6,6,6,6,5,5,5,5.571428571,2,1,1,2,2,1.6,4,1,,2,,,0,2
100,117,1,70,4,3,3,2,3,3,2,2.857142857,2,2,2,2,2,2,2,2,2,2,1,1,1,1.4,2,1,,2,,,0,2
100,874,1,31,5,4,6,6,6,4,6,5.285714286,6,6,6,2,6,6,6,5.428571429,6,6,6,6,6,6,1,1,,3,,,0,2
100,212,1,34,6,5,6,6,6,5,5,5.571428571,5,6,6,6,5,5,6,5.571428571,6,6,6,6,6,6,1,1,,3,,,0,2
100,214,1,31,5,4,5,5,5,5,6,5,6,6,6,5,6,6,6,5.857142857,6,6,6,6,6,6,3,1,,3,,,0,1
100,286,1,45,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,3,,,0,2
100,7785,1,25,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,3,,,0,1
100,178,1,47,5,5,5,5,5,5,6,5.142857143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,3,,,0,1
100,272,1,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,3,,,0,2
100,173,1,29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,,3,,,0,2
100,322,1,84,5,5,5,6,6,6,5,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,3,,,0,2
100,374,1,45,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.857142857,6,6,5,6,6,5.8,1,1,,3,,,0,2
100,383,1,45,6,6,6,6,6,5,5,5.714285714,6,6,6,6,6,6,6,6,6,6,6,5,6,5.8,1,1,,3,,,0,2
100,372,1,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5.8,2,1,,3,,,0,2
100,361,1,40,5,5,5,5,6,5,6,5.285714286,6,6,6,6,6,6,6,6,5,6,6,6,6,5.8,2,1,,3,,,0,2
100,159,1,12,4,4,5,6,5,4,4,4.571428571,5,5,5,5,6,,6,5.333333333,6,6,5,5,6,5.6,1,1,,3,,,0,1
100,211,1,16,5,5,6,5,5,5,5,5.142857143,6,6,5,5,5,6,6,5.571428571,5,5,6,6,6,5.6,1,1,,3,,,0,2
100,329,1,17,6,5,6,5,6,6,6,5.714285714,6,6,6,6,6,6,6,6,5,5,6,6,6,5.6,3,1,,3,,,0,2
100,449,1,85,5,6,6,5,6,5,6,5.571428571,6,6,6,6,6,6,6,6,6,5,5,6,6,5.6,1,1,,3,,,0,1
100,636,1,41,6,5,5,4,5,5,5,5,5,,5,5,4,4,5,4.666666667,5,6,5,,6,5.5,4,1,,3,,,0,2
100,301,1,80,3,4,5,5,4,5,6,4.571428571,6,5,6,4,4,6,6,5.285714286,5,5,6,5,6,5.4,3,1,,3,,,0,2
100,210,1,29,5,5,5,5,5,5,6,5.142857143,6,5,5,5,6,5,6,5.428571429,5,6,5,5,6,5.4,2,1,,3,,,0,1
100,148,1,35,5,6,6,6,6,6,6,5.857142857,6,6,5,5,6,5,6,5.571428571,5,5,5,6,6,5.4,2,1,,3,,,0,1
100,342,1,54,5,4,6,6,5,6,6,5.428571429,5,6,6,5,6,6,6,5.714285714,6,6,5,5,5,5.4,1,1,,3,,,0,2
100,293,1,49,5,5,5,5,5,4,5,4.857142857,6,6,6,6,5,5,6,5.714285714,6,6,4,5,6,5.4,1,1,,3,,,0,1
100,316,1,85,6,5,5,5,5,6,6,5.428571429,6,6,6,6,,6,6,6,6,4,5,6,6,5.4,1,1,,3,,,0,1
100,289,1,9,5,6,5,6,6,6,6,5.714285714,5,4,5,5,5,5,5,4.857142857,5,6,5,5,5,5.2,1,1,,3,,,0,2
100,200,1,31,5,5,5,6,6,6,6,5.571428571,6,6,6,6,5,5,5,5.571428571,5,5,5,5,6,5.2,1,1,,3,,,0,1
100,280,1,87,5,6,6,5,5,6,6,5.571428571,6,6,6,6,6,6,6,6,5,6,5,5,5,5.2,4,1,,3,,,0,1
100,223,1,71,3,5,,5,5,5,5,4.666666667,5,5,4,4,,5,5,4.666666667,4,6,5,5,5,5,1,1,,3,,,1,2
100,307,1,34,5,4,5,5,6,5,5,5,5,5,5,4,4,5,5,4.714285714,5,5,5,5,5,5,2,1,,3,,,0,2
100,373,1,17,5,5,5,4,5,5,5,4.857142857,6,5,5,4,5,5,4,4.857142857,5,5,5,5,5,5,3,1,,3,,,0,1
100,160,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,,3,,,0,1
100,337,1,34,5,5,,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,3,,,0,2
100,454,1,45,5,5,5,5,4,4,5,4.714285714,6,5,5,5,5,5,5,5.142857143,5,6,5,4,,5,1,1,,3,,,0,2
100,224,1,14,5,4,4,6,5,5,6,5,6,5,5,5,5,5,6,5.285714286,6,6,4,5,4,5,2,1,,3,,,0,2
100,10640,1,9,6,5,5,5,5,5,5,5.142857143,6,6,5,5,5,5,5,5.285714286,5,5,5,5,5,5,1,1,,3,,,0,2
100,333,1,18,5,5,4,5,4,5,6,4.857142857,6,5,6,6,5,6,6,5.714285714,5,5,5,5,5,5,3,1,,3,,,0,1
100,405,1,58,4,3,4,3,2,4,6,3.714285714,6,6,6,6,,6,6,6,5,6,3,5,6,5,1,1,,3,,,0,2
100,212,1,34,3,5,4,5,4,5,5,4.428571429,5,5,4,4,4,2,5,4.142857143,5,4,5,5,5,4.8,1,1,,3,,,0,2
100,301,1,40,4,5,5,5,5,4,5,4.714285714,5,5,5,5,5,4,5,4.857142857,5,4,5,5,5,4.8,2,1,,3,,,0,2
100,180,1,49,4,5,6,6,6,6,5,5.428571429,5,4,6,5,,5,5,5,6,4,5,4,5,4.8,1,1,,3,,,0,2
100,295,1,8,5,4,6,6,5,4,6,5.142857143,6,5,6,4,6,4,5,5.142857143,5,5,4,4,6,4.8,1,1,,3,,,0,2
100,622,1,67,5,4,5,5,6,5,6,5.142857143,6,5,5,4,6,5,6,5.285714286,4,6,5,5,4,4.8,1,1,,3,,,1,1
100,443,1,46,3,5,5,5,5,6,6,5,6,5,6,5,5,5,5,5.285714286,5,5,4,5,5,4.8,1,1,,3,,,0,2
100,356,1,54,5,4,5,5,6,4,5,4.857142857,6,5,6,5,5,6,6,5.571428571,5,5,5,4,5,4.8,3,1,,3,,,0,2
100,182,1,64,5,5,6,5,5,5,5,5.142857143,6,5,6,6,4,6,6,5.571428571,5,5,4,5,5,4.8,3,1,,3,,,0,2
100,357,1,14,4,5,3,5,5,6,6,4.857142857,6,4,4,4,6,5,6,5,3,6,4,4,6,4.6,2,1,,3,,,0,2
100,290,1,36,4,4,4,5,4,5,5,4.428571429,5,5,5,5,,5,5,5,5,5,5,3,5,4.6,3,1,,3,,,0,2
100,885,1,33,5,4,5,5,5,4,5,4.714285714,6,6,5,4,5,5,6,5.285714286,4,5,5,5,4,4.6,2,1,,3,,,0,1
100,207,1,16,5,6,5,5,4,5,6,5.142857143,6,5,5,6,4,5,6,5.285714286,5,6,4,3,5,4.6,1,1,,3,,,0,2
100,474,1,34,6,5,6,6,6,5,2,5.142857143,5,5,4,5,,4,4,4.5,3,5,3,6,5,4.4,4,1,,3,,,0,2
100,397,1,80,5,5,5,5,6,2,5,4.714285714,5,5,5,5,5,4,5,4.857142857,5,3,5,5,4,4.4,3,1,,3,,,0,2
100,188,1,36,6,4,6,5,4,4,5,4.857142857,6,6,6,6,6,6,6,6,4,4,4,5,5,4.4,2,1,,3,,,0,1
100,142,1,79,5,6,3,5,5,5,5,4.857142857,6,6,6,6,6,6,6,6,3,5,5,2,5,4,4,1,,3,,,0,2
100,221,1,80,4,3,5,5,3,2,,3.666666667,6,4,4,5,3,6,6,4.857142857,4,5,4,2,4,3.8,5,1,,3,,,0,2
100,171,1,45,6,5,2,6,4,5,4,4.571428571,6,5,4,3,6,6,6,5.142857143,6,5,2,1,5,3.8,1,1,,3,,,0,2
100,213,1,61,6,5,3,3,5,5,4,4.428571429,6,6,4,6,4,5,6,5.285714286,4,4,3,3,5,3.8,4,1,,3,,,0,1
100,407,1,36,3,3,3,4,2,5,5,3.571428571,5,,,3,4,5,5,4.4,4,4,3,3,3,3.4,3,1,,3,,,0,2
100,205,1,80,4,2,4,1,1,2,6,2.857142857,6,5,4,4,5,4,6,4.857142857,4,2,2,5,4,3.4,2,1,,3,,,0,1
100,187,1,70,5,1,1,1,2,1,5,2.285714286,5,2,2,2,,5,6,3.666666667,1,2,1,2,3,1.8,3,1,,3,,,0,1
100,438,1,72,5,5,5,5,4,4,5,4.714285714,6,5,5,6,6,6,6,5.714285714,,,,,,,2,1,,5,,,0,1
100,211,1,47,5,4,6,5,5,6,6,5.285714286,4,5,6,6,4,6,6,5.285714286,6,6,6,6,6,6,2,1,,5,,,0,2
100,224,1,9,4,6,6,6,6,6,6,5.714285714,6,5,5,5,6,6,6,5.571428571,6,6,6,6,6,6,1,1,,5,,,1,2
100,266,1,38,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,5.714285714,6,6,6,6,6,6,2,1,,5,,,0,2
100,228,1,37,5,6,6,5,5,6,6,5.571428571,6,6,6,5,5,6,6,5.714285714,6,6,6,6,6,6,1,1,,5,,,0,2
100,208,1,53,6,6,5,5,6,6,6,5.714285714,6,5,5,6,6,6,6,5.714285714,6,6,6,6,6,6,1,1,,5,,,0,2
100,316,1,86,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,5.714285714,6,6,6,6,6,6,1,1,,5,,,0,2
100,180,1,7,6,5,5,6,5,5,6,5.428571429,6,6,6,6,,5,6,5.833333333,6,6,6,6,6,6,1,1,,5,,,0,1
100,190,1,69,5,5,5,6,5,5,5,5.142857143,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,1,1,,5,,,0,2
100,221,1,68,5,5,6,6,6,5,5,5.428571429,6,6,6,6,6,5,6,5.857142857,6,6,6,6,6,6,3,1,,5,,,0,2
100,276,1,49,4,6,6,6,6,6,6,5.714285714,6,6,6,5,6,6,6,5.857142857,6,6,6,6,6,6,1,1,,5,,,0,2
100,214,1,32,6,6,6,6,5,5,6,5.714285714,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,2,1,,5,,,0,2
100,234,1,79,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,2,1,,5,,,0,2
100,221,1,41,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5.857142857,6,6,6,6,6,6,2,1,,5,,,0,2
100,272,1,16,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,1,1,,5,,,0,2
100,322,1,85,4,6,6,6,6,6,6,5.714285714,6,6,6,6,5,6,6,5.857142857,6,6,6,6,,6,1,1,,5,,,0,2
100,120,1,71,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,1,1,,5,,,0,2
100,208,1,45,6,6,5,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,1
100,338,1,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,216,1,69,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,254,1,69,5,4,6,6,5,5,5,5.142857143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,536,1,69,6,6,5,6,5,6,4,5.428571429,6,6,6,6,,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,372,1,42,5,6,5,6,6,5,6,5.571428571,6,6,6,6,,6,6,6,6,6,6,6,6,6,3,1,,5,,,0,2
100,277,1,47,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,376,1,44,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,,6,,6,1,1,,5,,,0,1
100,239,1,6,6,5,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,515,1,44,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,199,1,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,,5,,,0,2
100,157,1,21,4,4,5,6,6,6,6,5.285714286,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,289,1,14,5,4,5,4,5,5,5,4.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,,5,,,0,2
100,343,1,62,5,6,6,5,6,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,,5,,,0,1
100,299,1,61,5,6,5,5,5,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,239,1,43,5,6,5,5,5,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,242,1,43,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,150,1,43,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,273,1,36,4,5,5,5,6,6,6,5.285714286,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,211,1,36,6,6,6,6,4,5,6,5.571428571,6,6,6,6,6,6,6,6,6,6,,6,6,6,2,1,,5,,,0,2
100,311,1,77,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,139,1,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,320,1,31,5,5,6,6,6,5,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,256,1,35,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,315,1,35,5,5,5,5,5,5,6,5.142857143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,378,1,35,6,5,6,6,5,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,1,2
100,333,1,50,6,5,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,145,1,56,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,171,1,51,5,4,5,6,6,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,336,1,37,5,5,6,6,6,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,491,1,19,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,3,1,,5,,,0,2
100,277,1,4,5,6,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,,5,,,0,2
100,308,1,40,5,5,5,6,6,5,6,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,,5,,,0,2
100,270,1,53,5,5,6,6,5,6,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,159,1,53,6,5,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,618,1,34,5,5,5,5,6,5,6,5.285714286,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,,5,,,0,2
100,132,1,59,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,186,1,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,,5,,,0,2
100,166,1,1,5,4,5,6,6,5,6,5.285714286,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,169,1,1,6,4,5,6,6,5,4,5.142857143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,176,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,210,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,1
100,329,1,23,5,5,6,6,6,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,307,1,71,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,344,1,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,5,,,0,2
100,236,1,64,5,6,5,5,5,6,6,5.428571429,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,,5,,,0,2
